landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,label
0.8536895513534546,0.9333211183547974,2.521912847441854e-07,0.6999930739402771,0.9404197931289673,0.0061371647752821445,0.5313352346420288,0.8495100736618042,0.03416222706437111,0.4239019751548767,0.7730964422225952,0.05025046691298485,0.3295278251171112,0.7511299252510071,0.06446000188589096,0.53790682554245,0.6783983111381531,0.11271566152572632,0.4486011862754822,0.5860048532485962,0.12225091457366943,0.38431426882743835,0.5437960624694824,0.1109226793050766,0.32465413212776184,0.5099656581878662,0.09572560340166092,0.5717108249664307,0.620111346244812,0.08791206777095795,0.47170597314834595,0.5238140821456909,0.09017150104045868,0.3931536078453064,0.48086017370224,0.05966060981154442,0.31961411237716675,0.4509877562522888,0.03482284024357796,0.617398202419281,0.583905041217804,0.05300278961658478,0.509581983089447,0.49261510372161865,0.036479853093624115,0.42475515604019165,0.4542335271835327,0.008689165115356445,0.3463125228881836,0.43619343638420105,-0.009775867685675621,0.6662796139717102,0.5628296732902527,0.01595805399119854,0.5520022511482239,0.49654173851013184,-0.003322155913338065,0.47285476326942444,0.46972596645355225,-0.01619350165128708,0.4005056917667389,0.45062437653541565,-0.026482930406928062,C
0.8366811871528625,0.9340554475784302,-2.9355827990684702e-08,0.7035384774208069,0.9388103485107422,0.004960527643561363,0.5448027849197388,0.8369510769844055,0.02855547145009041,0.44044291973114014,0.7552096247673035,0.03938886895775795,0.34680601954460144,0.7301297187805176,0.05040884390473366,0.5517287850379944,0.6567338705062866,0.10810045152902603,0.469984233379364,0.5719192028045654,0.1157151311635971,0.40520113706588745,0.5320886373519897,0.1039145216345787,0.34356701374053955,0.5040713548660278,0.08778873085975647,0.5826565027236938,0.6091064214706421,0.08307822793722153,0.48352599143981934,0.5173435807228088,0.0811958909034729,0.4099816083908081,0.47897112369537354,0.054951369762420654,0.33129820227622986,0.4587286412715912,0.03483504801988602,0.6265128254890442,0.5793711543083191,0.048119474202394485,0.5189894437789917,0.4860270321369171,0.03038596175611019,0.442721426486969,0.4452877938747406,0.009919475764036179,0.3622950315475464,0.4274408221244812,-0.0029326528310775757,0.6738805770874023,0.563232421875,0.010639258660376072,0.5601417422294617,0.49109527468681335,-0.010229780338704586,0.483644962310791,0.4572652578353882,-0.020333701744675636,0.4110347330570221,0.43166062235832214,-0.027023307979106903,C
0.8314340114593506,0.9254977703094482,5.6852598184775616e-09,0.7001455426216125,0.933017373085022,0.006368543487042189,0.5426167249679565,0.8361659049987793,0.026106540113687515,0.43692147731781006,0.7609284520149231,0.03277435898780823,0.34083566069602966,0.7429205179214478,0.03967784717679024,0.5456265807151794,0.6521322131156921,0.10771731287240982,0.46284154057502747,0.5680720806121826,0.11435722559690475,0.39936673641204834,0.5287092924118042,0.10057622194290161,0.33815523982048035,0.5023943781852722,0.08291783183813095,0.5761128664016724,0.6083608865737915,0.08104459941387177,0.4785670042037964,0.5181714296340942,0.07914905250072479,0.40527865290641785,0.47813689708709717,0.052624236792325974,0.32777124643325806,0.45863914489746094,0.031729377806186676,0.620136559009552,0.5797369480133057,0.04445452615618706,0.5139602422714233,0.4853993356227875,0.028176238760352135,0.4372764825820923,0.44248849153518677,0.00659890566021204,0.35787808895111084,0.4276072680950165,-0.007879236713051796,0.6711380481719971,0.5610673427581787,0.005245874635875225,0.5597812533378601,0.4868926405906677,-0.014562410302460194,0.4846203029155731,0.4494786858558655,-0.02637675777077675,0.41313934326171875,0.422824889421463,-0.03491833433508873,C
0.8301907777786255,0.9305228590965271,2.6017632492880693e-08,0.7015712261199951,0.9396970272064209,0.0005892285262234509,0.5432917475700378,0.8403507471084595,0.017881974577903748,0.4365778863430023,0.7620053887367249,0.023586425930261612,0.3394155204296112,0.7421669960021973,0.030049290508031845,0.5488213300704956,0.6555224657058716,0.09763169288635254,0.46550068259239197,0.56928551197052,0.10098545253276825,0.39989548921585083,0.5292780995368958,0.08570253849029541,0.33691659569740295,0.501846432685852,0.06744848191738129,0.5797060132026672,0.6104196310043335,0.07406104356050491,0.47993558645248413,0.5200731754302979,0.06989362090826035,0.40539413690567017,0.47999832034111023,0.04341869428753853,0.328169047832489,0.45929887890815735,0.022809989750385284,0.6228609085083008,0.5818151235580444,0.04062369465827942,0.5137011408805847,0.489788293838501,0.02319011464715004,0.43580925464630127,0.4459257423877716,0.002907294314354658,0.3572126626968384,0.4281039535999298,-0.010323367081582546,0.6725942492485046,0.5622361898422241,0.004080679267644882,0.560062050819397,0.48709627985954285,-0.01509580947458744,0.48353344202041626,0.45076483488082886,-0.025326266884803772,0.4121055006980896,0.4259839355945587,-0.03257150202989578,C
0.8315196633338928,0.932539165019989,4.7410100734168736e-08,0.7007744908332825,0.93900465965271,0.002141103148460388,0.5443167686462402,0.8420781493186951,0.01940975897014141,0.43760573863983154,0.7663716077804565,0.024334289133548737,0.3406091332435608,0.7470019459724426,0.030174072831869125,0.5490538477897644,0.6592438817024231,0.10375730693340302,0.46629810333251953,0.5730475187301636,0.10915972292423248,0.40214529633522034,0.5334367156028748,0.09487739950418472,0.3396272659301758,0.5065286755561829,0.07709769159555435,0.5794943571090698,0.6144612431526184,0.07915600389242172,0.48003828525543213,0.5233005285263062,0.07713347673416138,0.40614867210388184,0.482667475938797,0.051272228360176086,0.3287966847419739,0.46126997470855713,0.03066001646220684,0.6226860284805298,0.5854406356811523,0.04431386664509773,0.5150100588798523,0.49147510528564453,0.028080085292458534,0.43757164478302,0.4475138783454895,0.007291349116712809,0.3601844906806946,0.43168574571609497,-0.006550537887960672,0.672531247138977,0.5644141435623169,0.006417811382561922,0.5601721405982971,0.48966747522354126,-0.012184473685920238,0.4839295446872711,0.45348650217056274,-0.022973038256168365,0.41352757811546326,0.42932870984077454,-0.030847426503896713,C
0.8307654857635498,0.933229923248291,5.56425590048093e-08,0.6987913250923157,0.9401121139526367,-0.0015834500081837177,0.5434106588363647,0.8407924175262451,0.013597502373158932,0.4365251660346985,0.7634771466255188,0.017677342519164085,0.33975908160209656,0.7465385794639587,0.022741707041859627,0.5493682622909546,0.659695029258728,0.09537437558174133,0.46618157625198364,0.5724384188652039,0.09809906035661697,0.4015323519706726,0.5324395895004272,0.08227270096540451,0.3389892876148224,0.5047380924224854,0.06367819756269455,0.5805750489234924,0.614673912525177,0.07274076342582703,0.48095816373825073,0.5221763253211975,0.06861601769924164,0.40632885694503784,0.48086100816726685,0.04165966436266899,0.3291408121585846,0.45864635705947876,0.020244330167770386,0.6246244311332703,0.5862057209014893,0.04007280617952347,0.5174044370651245,0.49036306142807007,0.022875715047121048,0.4388245642185211,0.44511473178863525,0.0011681215837597847,0.3610827624797821,0.42735952138900757,-0.013483903370797634,0.6756042838096619,0.566680908203125,0.004239219706505537,0.5644322633743286,0.4914768934249878,-0.014455598779022694,0.488397479057312,0.4555085599422455,-0.025283589959144592,0.4184083342552185,0.43186891078948975,-0.033328402787446976,C
0.8297197818756104,0.9350166916847229,3.031991369084608e-08,0.6993308663368225,0.9421378970146179,-0.0005804838729090989,0.5449354648590088,0.844524621963501,0.014758098870515823,0.43979668617248535,0.7681169509887695,0.018717829138040543,0.34340915083885193,0.7478467226028442,0.02357238158583641,0.5486568808555603,0.6617485880851746,0.09587173908948898,0.4663102924823761,0.5752770304679871,0.09784384816884995,0.4025355577468872,0.5346472263336182,0.08092127740383148,0.3400815427303314,0.5058289170265198,0.06130032613873482,0.5793761610984802,0.6169069409370422,0.07265203446149826,0.4802345335483551,0.527088463306427,0.06691399216651917,0.40618395805358887,0.48598596453666687,0.038359202444553375,0.3290565609931946,0.46360066533088684,0.015786588191986084,0.6229915618896484,0.5882949233055115,0.03953510522842407,0.5160799026489258,0.49460965394973755,0.02092902362346649,0.4394229054450989,0.45083847641944885,-0.001556416042149067,0.3622254431247711,0.43408045172691345,-0.016710935160517693,0.6744493842124939,0.5674033164978027,0.0033820178359746933,0.5652573704719543,0.49287477135658264,-0.017050687223672867,0.4897972345352173,0.4559399485588074,-0.02922840602695942,0.4187726080417633,0.4299043118953705,-0.03814511373639107,C
0.8277562260627747,0.9327464699745178,3.681680738054638e-08,0.6999369263648987,0.9394209384918213,0.0006158826290629804,0.5482673645019531,0.8453354835510254,0.01659724861383438,0.444368839263916,0.7694532871246338,0.020606286823749542,0.34757813811302185,0.7452569007873535,0.02555975131690502,0.5500195622444153,0.6609171032905579,0.1003677025437355,0.4667254686355591,0.5761642456054688,0.10326731950044632,0.4016105830669403,0.5360018610954285,0.08678442984819412,0.33914393186569214,0.5075246095657349,0.0677393451333046,0.5793203115463257,0.6160513758659363,0.07656656205654144,0.4796086251735687,0.527090847492218,0.07162279635667801,0.40479326248168945,0.4873124957084656,0.04401757940649986,0.3281329274177551,0.46601566672325134,0.022843772545456886,0.6213163733482361,0.5868586301803589,0.04265855252742767,0.5125390887260437,0.49566155672073364,0.024996032938361168,0.43499284982681274,0.4520481526851654,0.004546063952147961,0.3570432662963867,0.43396466970443726,-0.008639734238386154,0.6717489361763,0.5653929114341736,0.005504457280039787,0.5613694787025452,0.4902783930301666,-0.014156731776893139,0.4847147464752197,0.4536222815513611,-0.024741606786847115,0.41230639815330505,0.42751437425613403,-0.031986214220523834,C
0.8326447010040283,0.9345354437828064,-1.1211778172537379e-08,0.7048933506011963,0.9422471523284912,-0.00045632102410309017,0.5506862998008728,0.8450707793235779,0.015523363836109638,0.4471399188041687,0.7672025561332703,0.020151546224951744,0.3513069748878479,0.7425612807273865,0.025659507140517235,0.5560113191604614,0.6579999923706055,0.09471095353364944,0.47521257400512695,0.5749973058700562,0.09689275920391083,0.41126346588134766,0.5350737571716309,0.08146170526742935,0.3497101366519928,0.5066527128219604,0.06332949548959732,0.5881657004356384,0.6132145524024963,0.07136949151754379,0.4908214807510376,0.5250144600868225,0.06632718443870544,0.41719362139701843,0.4850710332393646,0.04026821255683899,0.33895373344421387,0.4628700315952301,0.020137043669819832,0.6327536702156067,0.585345983505249,0.038179777562618256,0.5267946720123291,0.4951937794685364,0.019703714177012444,0.44957423210144043,0.4516303241252899,0.0007512064184993505,0.3702792525291443,0.43233227729797363,-0.011217372491955757,0.6835260391235352,0.5680996775627136,0.0019408768275752664,0.5728354454040527,0.4968651831150055,-0.018396249040961266,0.497347891330719,0.46051520109176636,-0.027853278443217278,0.42668962478637695,0.4342980980873108,-0.03398091346025467,C
0.8280264139175415,0.934195876121521,5.416259796220402e-08,0.6950297951698303,0.940012514591217,-0.0016752583906054497,0.5451298952102661,0.8456382751464844,0.01122059766203165,0.44347435235977173,0.7695422172546387,0.013191111385822296,0.34821850061416626,0.7422795295715332,0.01602138951420784,0.5505031943321228,0.6577987670898438,0.0915440022945404,0.46985501050949097,0.570177435874939,0.09110774844884872,0.4075343906879425,0.5310262441635132,0.07235182076692581,0.345793217420578,0.5046965479850769,0.05198970437049866,0.5840554237365723,0.614721953868866,0.06812383979558945,0.4899757206439972,0.5202347636222839,0.060395266860723495,0.4166376292705536,0.47961241006851196,0.03059576451778412,0.33994030952453613,0.4600585103034973,0.007482970133423805,0.6298376321792603,0.5885496139526367,0.03492935746908188,0.5278343558311462,0.49107322096824646,0.016011035069823265,0.45199936628341675,0.44731080532073975,-0.00632168585434556,0.37572744488716125,0.43078282475471497,-0.021403999999165535,0.6827845573425293,0.572975754737854,-0.0013582323445007205,0.5778388977050781,0.49871110916137695,-0.02149333618581295,0.5057874321937561,0.46048060059547424,-0.032997094094753265,0.4385642409324646,0.4331289231777191,-0.04132106527686119,C
